date,hour,smp_const,smp_no_const,is_weekday,is_peak_time
01/01/2021,00:00,117.24,113.8,0,0
01/01/2021,00:30,114.1,112.7,0,0
01/01/2021,01:00,111.19,111.19,0,0
01/01/2021,01:30,100.81,100.81,0,0
01/01/2021,02:00,110.02,110.02,0,0
01/01/2021,02:30,105.97,106.54,0,0
01/01/2021,03:00,105.67,106.38,0,0
01/01/2021,03:30,105.41,106.22,0,0
01/01/2021,04:00,107.21,107.21,0,0
01/01/2021,04:30,110.02,110.02,0,0
01/01/2021,05:00,108.97,111.36,0,0
01/01/2021,05:30,112.02,112.6,0,0
01/01/2021,06:00,112.08,113.62,0,0
01/01/2021,06:30,117.02,117.02,0,0
01/01/2021,07:00,117.02,117.02,0,0
01/01/2021,07:30,117.02,117.02,0,0
01/01/2021,08:00,114.54,116.63,0,0
01/01/2021,08:30,112.75,113.91,0,0
01/01/2021,09:00,112.07,113.31,0,0
01/01/2021,09:30,107,110.5,0,0
01/01/2021,10:00,110.76,109.56,0,0
01/01/2021,10:30,110.71,109.39,0,0
01/01/2021,11:00,108.04,110.84,0,0
01/01/2021,11:30,109.64,109.42,0,0
01/01/2021,12:00,110.8,110.63,0,0
01/01/2021,12:30,111.41,111.02,0,0
01/01/2021,13:00,110.94,111.07,0,0
01/01/2021,13:30,112.58,112.66,0,0
01/01/2021,14:00,115.02,110.97,0,0
01/01/2021,14:30,114.91,113.25,0,0
01/01/2021,15:00,121.22,114.98,0,0
01/01/2021,15:30,117.33,115.1,0,0
01/01/2021,16:00,125.02,120.84,0,0
01/01/2021,16:30,114.86,146.4,0,0
01/01/2021,17:00,126.41,159.9,0,1
01/01/2021,17:30,164.78,164.78,0,1
01/01/2021,18:00,149.08,149.08,0,1
01/01/2021,18:30,114.01,149.08,0,1
01/01/2021,19:00,126.41,126.4,0,1
01/01/2021,19:30,114.42,115.31,0,1
01/01/2021,20:00,126.4,149.08,0,1
01/01/2021,20:30,159.9,159.9,0,1
01/01/2021,21:00,159.9,159.9,0,1
01/01/2021,21:30,135,126.9,0,1
01/01/2021,22:00,125.02,125.02,0,0
01/01/2021,22:30,118.94,105,0,0
01/01/2021,23:00,113.88,109,0,0
01/01/2021,23:30,111.7,112.65,0,0
02/01/2021,00:00,111.79,111.79,0,0
02/01/2021,00:30,105,105,0,0
02/01/2021,01:00,105,105,0,0
02/01/2021,01:30,109.77,109.77,0,0
02/01/2021,02:00,106.58,106.58,0,0
02/01/2021,02:30,103.45,103.45,0,0
02/01/2021,03:00,102.65,102.65,0,0
02/01/2021,03:30,101.82,101.82,0,0
02/01/2021,04:00,106.17,106.17,0,0
02/01/2021,04:30,106.74,106.74,0,0
02/01/2021,05:00,109.85,109.85,0,0
02/01/2021,05:30,106.9,106.9,0,0
02/01/2021,06:00,109.89,109.89,0,0
02/01/2021,06:30,106.81,106.81,0,0
02/01/2021,07:00,110.38,110.38,0,0
02/01/2021,07:30,112.13,112.13,0,0
02/01/2021,08:00,112.8,112.8,0,0
02/01/2021,08:30,112.76,112.76,0,0
02/01/2021,09:00,112.9,112.9,0,0
02/01/2021,09:30,110.97,110.97,0,0
02/01/2021,10:00,111.02,111.02,0,0
02/01/2021,10:30,106.48,106.48,0,0
02/01/2021,11:00,106.3,106.3,0,0
02/01/2021,11:30,106.13,106.13,0,0
02/01/2021,12:00,105.66,105.66,0,0
02/01/2021,12:30,105.05,105.05,0,0
02/01/2021,13:00,102.36,102.36,0,0
02/01/2021,13:30,101.69,101.69,0,0
02/01/2021,14:00,109.89,109.89,0,0
02/01/2021,14:30,106.79,109.31,0,0
02/01/2021,15:00,110.2,112.3,0,0
02/01/2021,15:30,110.2,111.02,0,0
02/01/2021,16:00,125.02,125.02,0,0
02/01/2021,16:30,126.41,125.02,0,0
02/01/2021,17:00,146.4,141.4,0,1
02/01/2021,17:30,159.9,164.63,0,1
02/01/2021,18:00,165.02,165.02,0,1
02/01/2021,18:30,165.02,160.63,0,1
02/01/2021,19:00,159.9,159.9,0,1
02/01/2021,19:30,165.02,160.63,0,1
02/01/2021,20:00,165.02,165.02,0,1
02/01/2021,20:30,114.71,159.9,0,1
02/01/2021,21:00,160,160,0,1
02/01/2021,21:30,112.43,163.06,0,1
02/01/2021,22:00,113.35,126.9,0,0
02/01/2021,22:30,112.02,126.89,0,0
02/01/2021,23:00,105,105,0,0
02/01/2021,23:30,117.72,105,0,0
03/01/2021,00:00,113.95,105,1,0
03/01/2021,00:30,105,111.6,1,0
03/01/2021,01:00,110.02,110.02,1,0
03/01/2021,01:30,103.85,103.85,1,0
03/01/2021,02:00,107.82,107.82,1,0
03/01/2021,02:30,105.9,105.9,1,0
03/01/2021,03:00,105.3,105.3,1,0
03/01/2021,03:30,104.52,104.52,1,0
03/01/2021,04:00,105.75,105.75,1,0
03/01/2021,04:30,109.35,109.35,1,0
03/01/2021,05:00,108.76,108.76,1,0
03/01/2021,05:30,109.69,109.69,1,0
03/01/2021,06:00,109.18,107.08,1,0
03/01/2021,06:30,114.18,114.08,1,0
03/01/2021,07:00,112.5,112,1,0
03/01/2021,07:30,114.66,113.96,1,0
03/01/2021,08:00,116.68,114.81,1,0
03/01/2021,08:30,117.02,117.02,1,0
03/01/2021,09:00,115.02,115.02,1,0
03/01/2021,09:30,111.97,111.97,1,0
03/01/2021,10:00,110.53,110.53,1,0
03/01/2021,10:30,107.79,107.79,1,0
03/01/2021,11:00,109.04,109.04,1,0
03/01/2021,11:30,108.87,108.87,1,0
03/01/2021,12:00,109.88,109.88,1,0
03/01/2021,12:30,108,108,1,0
03/01/2021,13:00,112.74,112.74,1,0
03/01/2021,13:30,113.02,113.02,1,0
03/01/2021,14:00,111.45,112.44,1,0
03/01/2021,14:30,112.54,112.54,1,0
03/01/2021,15:00,111.12,112.18,1,0
03/01/2021,15:30,107.81,111.02,1,0
03/01/2021,16:00,114.68,114.36,1,0
03/01/2021,16:30,125.02,125.02,1,0
03/01/2021,17:00,159.9,161.58,1,1
03/01/2021,17:30,164.63,165.02,1,1
03/01/2021,18:00,163.62,165.02,1,1
03/01/2021,18:30,165.02,158.45,1,1
03/01/2021,19:00,165.02,158.45,1,1
03/01/2021,19:30,164.31,163.55,1,1
03/01/2021,20:00,158.45,158.45,1,1
03/01/2021,20:30,141.4,126.9,1,1
03/01/2021,21:00,121.92,126.59,1,1
03/01/2021,21:30,125.02,116.15,1,1
03/01/2021,22:00,125.02,116.88,1,0
03/01/2021,22:30,105,114.14,1,0
03/01/2021,23:00,109,105,1,0
03/01/2021,23:30,105,112.56,1,0
04/01/2021,00:00,107.94,109.52,1,0
04/01/2021,00:30,104.06,109.74,1,0
04/01/2021,01:00,107.94,108.61,1,0
04/01/2021,01:30,107.93,107.79,1,0
04/01/2021,02:00,107.76,105.98,1,0
04/01/2021,02:30,107.8,107.13,1,0
04/01/2021,03:00,107.51,106.84,1,0
04/01/2021,03:30,107.22,103.93,1,0
04/01/2021,04:00,107.87,108.01,1,0
04/01/2021,04:30,107.69,105.45,1,0
04/01/2021,05:00,101.87,102.02,1,0
04/01/2021,05:30,100.03,101.11,1,0
04/01/2021,06:00,103.64,103.66,1,0
04/01/2021,06:30,108.18,109.62,1,0
04/01/2021,07:00,104.57,108.46,1,0
04/01/2021,07:30,106.13,107.1,1,0
04/01/2021,08:00,96.97,106.12,1,0
04/01/2021,08:30,109.74,103.95,1,0
04/01/2021,09:00,108.91,101.47,1,0
04/01/2021,09:30,105.61,99.96,1,0
04/01/2021,10:00,104.46,98,1,0
04/01/2021,10:30,104.13,102.75,1,0
04/01/2021,11:00,104.13,104.13,1,0
04/01/2021,11:30,103.21,103.21,1,0
04/01/2021,12:00,103.72,103.72,1,0
04/01/2021,12:30,104.03,104.03,1,0
04/01/2021,13:00,106.71,106.81,1,0
04/01/2021,13:30,108.73,108.78,1,0
04/01/2021,14:00,108.66,110.65,1,0
04/01/2021,14:30,110.56,110.24,1,0
04/01/2021,15:00,108.35,110.53,1,0
04/01/2021,15:30,108.06,103.99,1,0
04/01/2021,16:00,110.3,109.12,1,0
04/01/2021,16:30,125.02,122.78,1,0
04/01/2021,17:00,153.36,153.36,1,1
04/01/2021,17:30,157.11,163,1,1
04/01/2021,18:00,157.39,163.62,1,1
04/01/2021,18:30,157.4,164.06,1,1
04/01/2021,19:00,153.36,165,1,1
04/01/2021,19:30,157.07,165,1,1
04/01/2021,20:00,157.13,159.9,1,1
04/01/2021,20:30,155.9,155.9,1,1
04/01/2021,21:00,110.27,130,1,1
04/01/2021,21:30,110.06,112.04,1,1
04/01/2021,22:00,101.58,113.34,1,0
04/01/2021,22:30,105,105,1,0
04/01/2021,23:00,111.75,107.1,1,0
04/01/2021,23:30,106.94,106.03,1,0
05/01/2021,00:00,111.03,110.05,1,0
05/01/2021,00:30,104.14,104.14,1,0
05/01/2021,01:00,109.11,109.11,1,0
05/01/2021,01:30,103.98,105.1,1,0
05/01/2021,02:00,102.92,102.92,1,0
05/01/2021,02:30,100.47,100.47,1,0
05/01/2021,03:00,100.32,100.32,1,0
05/01/2021,03:30,100.05,100.05,1,0
05/01/2021,04:00,103.6,103.6,1,0
05/01/2021,04:30,105.82,105.82,1,0
05/01/2021,05:00,107.51,107.51,1,0
05/01/2021,05:30,106.55,106.55,1,0
05/01/2021,06:00,107.66,105.94,1,0
05/01/2021,06:30,117.65,110.33,1,0
05/01/2021,07:00,109.52,105.8,1,0
05/01/2021,07:30,109.55,108.91,1,0
05/01/2021,08:00,112.81,111.18,1,0
05/01/2021,08:30,111.45,111.85,1,0
05/01/2021,09:00,109.3,109.49,1,0
05/01/2021,09:30,108.05,109.41,1,0
05/01/2021,10:00,107.21,108.92,1,0
05/01/2021,10:30,106.65,108.76,1,0
05/01/2021,11:00,105.22,108.04,1,0
05/01/2021,11:30,104.52,107.91,1,0
05/01/2021,12:00,108.11,108.88,1,0
05/01/2021,12:30,107.11,108.05,1,0
05/01/2021,13:00,108.9,109.21,1,0
05/01/2021,13:30,109.22,109.27,1,0
05/01/2021,14:00,109.61,109.68,1,0
05/01/2021,14:30,113.11,111.52,1,0
05/01/2021,15:00,110.87,110.5,1,0
05/01/2021,15:30,113.91,109.25,1,0
05/01/2021,16:00,130,112.39,1,0
05/01/2021,16:30,150,155.72,1,0
05/01/2021,17:00,153.36,150,1,1
05/01/2021,17:30,153.36,169.62,1,1
05/01/2021,18:00,156.33,158.13,1,1
05/01/2021,18:30,153.36,170.15,1,1
05/01/2021,19:00,153.36,157.62,1,1
05/01/2021,19:30,153.36,153.36,1,1
05/01/2021,20:00,157.16,153.36,1,1
05/01/2021,20:30,153.36,155.24,1,1
05/01/2021,21:00,123.4,123.4,1,1
05/01/2021,21:30,124.53,119,1,1
05/01/2021,22:00,150,116.38,1,0
05/01/2021,22:30,120.5,105,1,0
05/01/2021,23:00,110.18,111.68,1,0
05/01/2021,23:30,105,107.1,1,0
06/01/2021,00:00,100.83,100.83,1,0
06/01/2021,00:30,106.8,106.8,1,0
06/01/2021,01:00,109.35,109.35,1,0
06/01/2021,01:30,105.15,105.15,1,0
06/01/2021,02:00,103.81,103.81,1,0
06/01/2021,02:30,101.52,101.52,1,0
06/01/2021,03:00,100.69,100.69,1,0
06/01/2021,03:30,99.95,99.95,1,0
06/01/2021,04:00,104.06,104.06,1,0
06/01/2021,04:30,104.43,104.43,1,0
06/01/2021,05:00,106.3,109.35,1,0
06/01/2021,05:30,106.68,109.55,1,0
06/01/2021,06:00,106.47,106.47,1,0
06/01/2021,06:30,109.13,109.19,1,0
06/01/2021,07:00,109.26,109.04,1,0
06/01/2021,07:30,107.18,106.32,1,0
06/01/2021,08:00,110.19,109.95,1,0
06/01/2021,08:30,111.47,111.47,1,0
06/01/2021,09:00,110.1,110.86,1,0
06/01/2021,09:30,109.56,109.66,1,0
06/01/2021,10:00,109.02,109.12,1,0
06/01/2021,10:30,108.69,108.78,1,0
06/01/2021,11:00,109.22,109.24,1,0
06/01/2021,11:30,108.66,108.65,1,0
06/01/2021,12:00,108.96,108.92,1,0
06/01/2021,12:30,109.14,109.26,1,0
06/01/2021,13:00,108.53,108.66,1,0
06/01/2021,13:30,109.19,109.32,1,0
06/01/2021,14:00,108.91,109.16,1,0
06/01/2021,14:30,109.44,107.33,1,0
06/01/2021,15:00,109.61,105.77,1,0
06/01/2021,15:30,105.57,107.03,1,0
06/01/2021,16:00,109.47,108.04,1,0
06/01/2021,16:30,142.9,142.9,1,0
06/01/2021,17:00,152.9,153.36,1,1
06/01/2021,17:30,150,153.36,1,1
06/01/2021,18:00,155.46,153.36,1,1
06/01/2021,18:30,156.19,153.36,1,1
06/01/2021,19:00,155.98,150,1,1
06/01/2021,19:30,155.64,157.48,1,1
06/01/2021,20:00,150,152.9,1,1
06/01/2021,20:30,138.72,152.66,1,1
06/01/2021,21:00,135,114.53,1,1
06/01/2021,21:30,113,110.19,1,1
06/01/2021,22:00,115.03,111.41,1,0
06/01/2021,22:30,105,105,1,0
06/01/2021,23:00,108.98,108.01,1,0
06/01/2021,23:30,107.95,105.8,1,0
07/01/2021,00:00,100.83,100.83,1,0
07/01/2021,00:30,105.38,105.97,1,0
07/01/2021,01:00,109.04,109.17,1,0
07/01/2021,01:30,105.37,106.11,1,0
07/01/2021,02:00,109.03,109.03,1,0
07/01/2021,02:30,107.31,107.31,1,0
07/01/2021,03:00,107.46,107.46,1,0
07/01/2021,03:30,107.55,107.55,1,0
07/01/2021,04:00,109.39,109.39,1,0
07/01/2021,04:30,108.13,108.66,1,0
07/01/2021,05:00,109.29,109.38,1,0
07/01/2021,05:30,110.02,110.24,1,0
07/01/2021,06:00,110.02,110.44,1,0
07/01/2021,06:30,109.84,109.59,1,0
07/01/2021,07:00,108.89,109.24,1,0
07/01/2021,07:30,109.66,109.56,1,0
07/01/2021,08:00,109.38,110.47,1,0
07/01/2021,08:30,109.93,111.8,1,0
07/01/2021,09:00,109.77,110.45,1,0
07/01/2021,09:30,109,109.54,1,0
07/01/2021,10:00,105.13,108.02,1,0
07/01/2021,10:30,104.87,104.79,1,0
07/01/2021,11:00,103.59,104.31,1,0
07/01/2021,11:30,104.01,104.59,1,0
07/01/2021,12:00,103.47,104.81,1,0
07/01/2021,12:30,105.68,106.03,1,0
07/01/2021,13:00,106.25,106.72,1,0
07/01/2021,13:30,106.2,106.65,1,0
07/01/2021,14:00,107.69,109.11,1,0
07/01/2021,14:30,109.63,110.16,1,0
07/01/2021,15:00,110.25,111.43,1,0
07/01/2021,15:30,109.49,109.57,1,0
07/01/2021,16:00,104.06,104.91,1,0
07/01/2021,16:30,110.77,110.08,1,0
07/01/2021,17:00,123.4,123.4,1,1
07/01/2021,17:30,123.4,123.4,1,1
07/01/2021,18:00,123.4,123.4,1,1
07/01/2021,18:30,152.66,152.76,1,1
07/01/2021,19:00,153.62,156.61,1,1
07/01/2021,19:30,123.4,140.76,1,1
07/01/2021,20:00,135,118.26,1,1
07/01/2021,20:30,110.77,110.5,1,1
07/01/2021,21:00,108.17,107.58,1,1
07/01/2021,21:30,107.8,105.52,1,1
07/01/2021,22:00,119,110.53,1,0
07/01/2021,22:30,105,107.1,1,0
07/01/2021,23:00,110.13,109.3,1,0
07/01/2021,23:30,105.51,103.77,1,0
08/01/2021,00:00,109.58,108.58,0,0
08/01/2021,00:30,107.68,105.41,0,0
08/01/2021,01:00,108.4,107.07,0,0
08/01/2021,01:30,100.81,100.81,0,0
08/01/2021,02:00,109.33,109.47,0,0
08/01/2021,02:30,110.34,109.73,0,0
08/01/2021,03:00,109.53,108.91,0,0
08/01/2021,03:30,108.9,109.44,0,0
08/01/2021,04:00,110.18,109.24,0,0
08/01/2021,04:30,110.24,109.38,0,0
08/01/2021,05:00,109.42,109.15,0,0
08/01/2021,05:30,111.45,110.44,0,0
08/01/2021,06:00,109.33,108.06,0,0
08/01/2021,06:30,109.24,107.89,0,0
08/01/2021,07:00,109.72,108.29,0,0
08/01/2021,07:30,110,108.93,0,0
08/01/2021,08:00,108.32,107.37,0,0
08/01/2021,08:30,108.3,107.22,0,0
08/01/2021,09:00,107.45,106.49,0,0
08/01/2021,09:30,106.77,107.52,0,0
08/01/2021,10:00,107.29,107.72,0,0
08/01/2021,10:30,108.67,107.65,0,0
08/01/2021,11:00,108.74,107.73,0,0
08/01/2021,11:30,106.79,105.57,0,0
08/01/2021,12:00,107.45,106.24,0,0
08/01/2021,12:30,104.04,105.57,0,0
08/01/2021,13:00,105.16,101.73,0,0
08/01/2021,13:30,106.1,106.1,0,0
08/01/2021,14:00,105.43,106.64,0,0
08/01/2021,14:30,105,107.86,0,0
08/01/2021,15:00,105,109.36,0,0
08/01/2021,15:30,105,108.17,0,0
08/01/2021,16:00,105,108.28,0,0
08/01/2021,16:30,110.63,110.25,0,0
08/01/2021,17:00,137.7,135.66,0,1
08/01/2021,17:30,138.72,138.72,0,1
08/01/2021,18:00,113.57,113.57,0,1
08/01/2021,18:30,115.49,113.76,0,1
08/01/2021,19:00,110.36,110.36,0,1
08/01/2021,19:30,108.59,108.61,0,1
08/01/2021,20:00,111.31,110.04,0,1
08/01/2021,20:30,112.03,111.29,0,1
08/01/2021,21:00,109.04,108.78,0,1
08/01/2021,21:30,111.58,108.96,0,1
08/01/2021,22:00,111.47,110.53,0,0
08/01/2021,22:30,110.54,109.28,0,0
08/01/2021,23:00,109,109.29,0,0
08/01/2021,23:30,110.04,107.73,0,0
09/01/2021,00:00,105.99,105.99,0,0
09/01/2021,00:30,107.41,107.28,0,0
09/01/2021,01:00,104.56,104.56,0,0
09/01/2021,01:30,106.02,106.02,0,0
09/01/2021,02:00,108.03,107.76,0,0
09/01/2021,02:30,101.24,101.24,0,0
09/01/2021,03:00,101.45,101.45,0,0
09/01/2021,03:30,101.2,105.61,0,0
09/01/2021,04:00,104.44,107.88,0,0
09/01/2021,04:30,106.86,106.86,0,0
09/01/2021,05:00,109.19,109.45,0,0
09/01/2021,05:30,109.99,107.15,0,0
09/01/2021,06:00,109.02,109.46,0,0
09/01/2021,06:30,109.35,108.36,0,0
09/01/2021,07:00,110.31,109.88,0,0
09/01/2021,07:30,109.49,110.17,0,0
09/01/2021,08:00,105.9,109.19,0,0
09/01/2021,08:30,103.56,104.57,0,0
09/01/2021,09:00,104.22,105.22,0,0
09/01/2021,09:30,106.61,107.57,0,0
09/01/2021,10:00,105.86,106.86,0,0
09/01/2021,10:30,104.96,105.97,0,0
09/01/2021,11:00,103.79,99.51,0,0
09/01/2021,11:30,104.35,107.16,0,0
09/01/2021,12:00,103.87,106.68,0,0
09/01/2021,12:30,104.78,107.55,0,0
09/01/2021,13:00,106.79,108.95,0,0
09/01/2021,13:30,108.42,110.03,0,0
09/01/2021,14:00,99.19,107.74,0,0
09/01/2021,14:30,105.07,109.43,0,0
09/01/2021,15:00,107.49,105.49,0,0
09/01/2021,15:30,110.51,108.6,0,0
09/01/2021,16:00,123.4,113.77,0,0
09/01/2021,16:30,140.03,123.4,0,0
09/01/2021,17:00,113.47,113.57,0,1
09/01/2021,17:30,140.03,137.7,0,1
09/01/2021,18:00,123.4,137.7,0,1
09/01/2021,18:30,123.4,137.7,0,1
09/01/2021,19:00,123.4,137.7,0,1
09/01/2021,19:30,123.4,137.7,0,1
09/01/2021,20:00,114.8,123.4,0,1
09/01/2021,20:30,123.4,111.81,0,1
09/01/2021,21:00,123.88,114.78,0,1
09/01/2021,21:30,124.53,119,0,1
09/01/2021,22:00,114.99,117.7,0,0
09/01/2021,22:30,107.1,116.27,0,0
09/01/2021,23:00,109,110.53,0,0
09/01/2021,23:30,109.51,106.1,0,0
10/01/2021,00:00,81.1,108.94,1,0
10/01/2021,00:30,83.35,109.11,1,0
10/01/2021,01:00,83.67,108.26,1,0
10/01/2021,01:30,83.67,100.07,1,0
10/01/2021,02:00,83.67,106.35,1,0
10/01/2021,02:30,22,107.44,1,0
10/01/2021,03:00,55,107.19,1,0
10/01/2021,03:30,83.17,106.87,1,0
10/01/2021,04:00,83.09,106.18,1,0
10/01/2021,04:30,83.02,106.95,1,0
10/01/2021,05:00,82.41,109.26,1,0
10/01/2021,05:30,118.71,108.93,1,0
10/01/2021,06:00,118.42,109.26,1,0
10/01/2021,06:30,115,111.45,1,0
10/01/2021,07:00,79.5,109.8,1,0
10/01/2021,07:30,115,111.59,1,0
10/01/2021,08:00,115,111.62,1,0
10/01/2021,08:30,115,109.22,1,0
10/01/2021,09:00,117.53,106.25,1,0
10/01/2021,09:30,118.39,105.81,1,0
10/01/2021,10:00,117.31,103.8,1,0
10/01/2021,10:30,118.72,103.58,1,0
10/01/2021,11:00,116.06,103.71,1,0
10/01/2021,11:30,116.16,104.38,1,0
10/01/2021,12:00,115.3,105.43,1,0
10/01/2021,12:30,117.87,104.12,1,0
10/01/2021,13:00,118.6,104.65,1,0
10/01/2021,13:30,118.39,105.46,1,0
10/01/2021,14:00,118.38,106.28,1,0
10/01/2021,14:30,118.61,109.18,1,0
10/01/2021,15:00,118.84,113.22,1,0
10/01/2021,15:30,118.8,110.21,1,0
10/01/2021,16:00,118.5,109.15,1,0
10/01/2021,16:30,117.22,112.9,1,0
10/01/2021,17:00,116.16,136.9,1,1
10/01/2021,17:30,101.71,140.03,1,1
10/01/2021,18:00,116.25,140.03,1,1
10/01/2021,18:30,101.96,140.03,1,1
10/01/2021,19:00,102.44,140.03,1,1
10/01/2021,19:30,101.97,136.9,1,1
10/01/2021,20:00,101.75,135,1,1
10/01/2021,20:30,121.69,140.03,1,1
10/01/2021,21:00,121.76,113.11,1,1
10/01/2021,21:30,120,108.8,1,1
10/01/2021,22:00,121.86,111.6,1,0
10/01/2021,22:30,121.85,112.7,1,0
10/01/2021,23:00,123.51,111.82,1,0
10/01/2021,23:30,123.76,108.34,1,0
11/01/2021,00:00,110.77,110.4,1,0
11/01/2021,00:30,104.58,106.23,1,0
11/01/2021,01:00,103.57,105.45,1,0
11/01/2021,01:30,103.68,102.88,1,0
11/01/2021,02:00,100.39,100.37,1,0
11/01/2021,02:30,101,97.21,1,0
11/01/2021,03:00,98.8,98.36,1,0
11/01/2021,03:30,100.02,99.34,1,0
11/01/2021,04:00,103.95,103.48,1,0
11/01/2021,04:30,106.52,104.29,1,0
11/01/2021,05:00,108.65,107.95,1,0
11/01/2021,05:30,110.3,107.91,1,0
11/01/2021,06:00,107.63,105.52,1,0
11/01/2021,06:30,106.27,108.37,1,0
11/01/2021,07:00,104.81,105.17,1,0
11/01/2021,07:30,104.06,108.29,1,0
11/01/2021,08:00,107.77,110.86,1,0
11/01/2021,08:30,110.51,113,1,0
11/01/2021,09:00,104.05,109.45,1,0
11/01/2021,09:30,97.99,105.93,1,0
11/01/2021,10:00,101,102.97,1,0
11/01/2021,10:30,102.24,100.31,1,0
11/01/2021,11:00,105.97,98.98,1,0
11/01/2021,11:30,101.65,101,1,0
11/01/2021,12:00,108.38,101.48,1,0
11/01/2021,12:30,108.95,100.34,1,0
11/01/2021,13:00,108.41,101.42,1,0
11/01/2021,13:30,109.23,103.44,1,0
11/01/2021,14:00,109.63,106,1,0
11/01/2021,14:30,109.38,108.14,1,0
11/01/2021,15:00,103.59,104.68,1,0
11/01/2021,15:30,101.38,103.93,1,0
11/01/2021,16:00,100.47,106.22,1,0
11/01/2021,16:30,107.96,108.68,1,0
11/01/2021,17:00,114.24,111.15,1,1
11/01/2021,17:30,117.3,116.5,1,1
11/01/2021,18:00,114.38,125.24,1,1
11/01/2021,18:30,118.04,125.24,1,1
11/01/2021,19:00,116.95,125.24,1,1
11/01/2021,19:30,113.46,125.24,1,1
11/01/2021,20:00,111.99,114.81,1,1
11/01/2021,20:30,111.42,111.23,1,1
11/01/2021,21:00,108.23,108.39,1,1
11/01/2021,21:30,107.16,105.46,1,1
11/01/2021,22:00,110.58,110.3,1,0
11/01/2021,22:30,108.22,108.03,1,0
11/01/2021,23:00,109.51,107,1,0
11/01/2021,23:30,105.25,105.01,1,0
12/01/2021,00:00,108.23,108.23,1,0
12/01/2021,00:30,105.85,105.58,1,0
12/01/2021,01:00,108.91,108.91,1,0
12/01/2021,01:30,105.5,105.5,1,0
12/01/2021,02:00,107.56,107.56,1,0
12/01/2021,02:30,105.97,105.97,1,0
12/01/2021,03:00,106.07,106.07,1,0
12/01/2021,03:30,106.22,106.22,1,0
12/01/2021,04:00,105.12,105.12,1,0
12/01/2021,04:30,107.78,107.78,1,0
12/01/2021,05:00,109,109,1,0
12/01/2021,05:30,107.71,108.41,1,0
12/01/2021,06:00,107.28,109.89,1,0
12/01/2021,06:30,108.44,110.89,1,0
12/01/2021,07:00,110.35,109.4,1,0
12/01/2021,07:30,110.36,110.13,1,0
12/01/2021,08:00,109.84,110.49,1,0
12/01/2021,08:30,110.11,108.89,1,0
12/01/2021,09:00,109.15,107.33,1,0
12/01/2021,09:30,108.31,105.6,1,0
12/01/2021,10:00,104.76,104.42,1,0
12/01/2021,10:30,100.84,102.93,1,0
12/01/2021,11:00,105.37,105.24,1,0
12/01/2021,11:30,105.18,105.2,1,0
12/01/2021,12:00,105.86,105.64,1,0
12/01/2021,12:30,96.96,104.23,1,0
12/01/2021,13:00,102.45,104.82,1,0
12/01/2021,13:30,107.29,104.61,1,0
12/01/2021,14:00,107.41,105.9,1,0
12/01/2021,14:30,107.99,108.35,1,0
12/01/2021,15:00,110.03,107.88,1,0
12/01/2021,15:30,108.3,103.7,1,0
12/01/2021,16:00,106.8,105.25,1,0
12/01/2021,16:30,110.06,110.08,1,0
12/01/2021,17:00,110.53,111.56,1,1
12/01/2021,17:30,115.37,122.78,1,1
12/01/2021,18:00,135,136.9,1,1
12/01/2021,18:30,123.1,145,1,1
12/01/2021,19:00,115.77,123.09,1,1
12/01/2021,19:30,114.67,123.09,1,1
12/01/2021,20:00,135,112.96,1,1
12/01/2021,20:30,115.8,109.89,1,1
12/01/2021,21:00,111.21,107.82,1,1
12/01/2021,21:30,109.29,108.19,1,1
12/01/2021,22:00,108.86,113.95,1,0
12/01/2021,22:30,110.22,108.96,1,0
12/01/2021,23:00,105,109.95,1,0
12/01/2021,23:30,103.2,104.11,1,0
13/01/2021,00:00,107.59,107.41,1,0
13/01/2021,00:30,101.55,101.76,1,0
13/01/2021,01:00,107.17,106.77,1,0
13/01/2021,01:30,105.18,104.81,1,0
13/01/2021,02:00,103.65,102.17,1,0
13/01/2021,02:30,101.56,101.61,1,0
13/01/2021,03:00,101.55,101.59,1,0
13/01/2021,03:30,101.54,101.56,1,0
13/01/2021,04:00,104.17,103.1,1,0
13/01/2021,04:30,105.62,105.28,1,0
13/01/2021,05:00,105.15,104.77,1,0
13/01/2021,05:30,104.64,103.81,1,0
13/01/2021,06:00,101.49,101.48,1,0
13/01/2021,06:30,101.6,101.86,1,0
13/01/2021,07:00,102.35,102.35,1,0
13/01/2021,07:30,98.56,104,1,0
13/01/2021,08:00,98.66,108.28,1,0
13/01/2021,08:30,98.66,105.19,1,0
13/01/2021,09:00,98.61,101.86,1,0
13/01/2021,09:30,101.42,106.53,1,0
13/01/2021,10:00,101.42,101.8,1,0
13/01/2021,10:30,101.42,101.63,1,0
13/01/2021,11:00,101.55,101.41,1,0
13/01/2021,11:30,101.51,101.52,1,0
13/01/2021,12:00,101.54,101.56,1,0
13/01/2021,12:30,96.19,99.14,1,0
13/01/2021,13:00,96.19,99.99,1,0
13/01/2021,13:30,97.16,101.4,1,0
13/01/2021,14:00,100.74,96.51,1,0
13/01/2021,14:30,97.06,97,1,0
13/01/2021,15:00,101.56,101.76,1,0
13/01/2021,15:30,99.75,104.41,1,0
13/01/2021,16:00,104.24,112.7,1,0
13/01/2021,16:30,110.26,110.84,1,0
13/01/2021,17:00,116.42,115.94,1,1
13/01/2021,17:30,125.67,116.59,1,1
13/01/2021,18:00,145,125.67,1,1
13/01/2021,18:30,165.31,125.67,1,1
